gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4974193548387097	0.0019354838709677135	0.49677419354838714	0.5032258064516129	4600	4591.6	1022	1019.2	13	13.0	3061.4	3067	1.0	0	3.513249158859253
1	0	0.4967741935483872	5.551115123125783e-17	0.49677419354838714	0.49677419354838714	4600	4617.4	1022	629.0	13	12.9	1883.9	3067	1.0	2.193450927734375e-05	1.369981288909912
2	0	0.4974193548387097	0.0019354838709677137	0.49677419354838714	0.5032258064516129	4600	4618.0	1022	674.5	13	15.9	2006.9	3067	1.0	4.076957702636719e-05	1.468951940536499
3	0	0.5000000000000001	0.007768770695995013	0.49677419354838714	0.5225806451612903	4600	4469.2	1022	694.3	13	15.4	2065.1	3067	1.0	2.7894973754882812e-05	1.930389165878296
4	0	0.49483870967741944	0.005806451612903241	0.4774193548387097	0.49677419354838714	5109	4606.6	3	629.7	4	11.9	1883.5	7	1.0	4.601478576660156e-05	1.7799808979034424
5	0	0.4903225806451613	0.009994795732148199	0.47096774193548385	0.49677419354838714	3977	4707.8	52	573.6	15	14.5	1712.4	144	0.9	4.3392181396484375e-05	2.0303473472595215
6	0	0.4922580645161291	0.011559014753012204	0.47096774193548385	0.5032258064516129	3977	4406.7	52	363.0	15	14.0	1077.3	144	0.9	3.9577484130859375e-05	2.0280721187591553
7	0	0.4883870967741936	0.01042289962671197	0.47096774193548385	0.49677419354838714	3977	4175.1	52	330.5	15	11.6	983.5	144	0.9	3.075599670410156e-05	1.6886889934539795
8	0	0.4935483870967742	0.0168854868752289	0.47096774193548385	0.5290322580645161	3977	4235.4	52	224.1	15	10.0	667.5	144	0.9	4.673004150390625e-05	1.898038387298584
9	0	0.4838709677419355	0.010795613245601002	0.47096774193548385	0.49677419354838714	3998	4273.1	10	238.8	9	11.7	707.6	28	0.9	4.220008850097656e-05	1.7175369262695312
10	0	0.4903225806451613	0.020401791355925035	0.47096774193548385	0.5290322580645161	3998	4016.8	10	24.5	9	9.7	66.1	28	0.9	3.719329833984375e-05	1.7654857635498047
11	0	0.48193548387096774	0.010015596578232299	0.47096774193548385	0.49677419354838714	3998	4026.4	10	17.7	9	8.5	47.9	28	0.9	2.6941299438476562e-05	1.5474276542663574
12	0	0.47806451612903234	0.006735681618651985	0.47096774193548385	0.49677419354838714	3998	3930.4	10	11.2	9	7.2	29.6	28	0.9	4.220008850097656e-05	1.6628496646881104
13	0	0.4838709677419355	0.014992193598222268	0.47096774193548385	0.5225806451612903	3998	3826.0	10	20.2	9	9.2	54.4	28	1.0	3.0040740966796875e-05	1.7489497661590576
14	0	0.48258064516129034	0.011099774538119526	0.47096774193548385	0.5032258064516129	3998	3900.7	10	15.0	9	8.2	40.3	28	1.0	3.528594970703125e-05	1.639611005783081
15	0	0.47806451612903234	0.006735681618651985	0.47096774193548385	0.49677419354838714	3998	3880.2	10	15.7	9	7.9	42.0	28	1.0	4.792213439941406e-05	1.5956807136535645
16	0	0.4838709677419355	0.010795613245601004	0.47096774193548385	0.49677419354838714	3998	3898.6	10	38.3	9	11.7	104.5	28	1.0	2.9325485229492188e-05	1.8012354373931885
17	0	0.48838709677419356	0.021014835451486857	0.47096774193548385	0.5354838709677419	3998	3891.9	10	10.6	9	7.0	28.3	28	1.0	4.172325134277344e-05	1.6280272006988525
18	0	0.4806451612903226	0.009677419354838734	0.47096774193548385	0.49677419354838714	3998	3900.7	10	33.2	9	11.2	91.4	28	0.9	4.1961669921875e-05	1.7334225177764893
19	0	0.4780645161290322	0.025227373930344715	0.4258064516129032	0.5225806451612903	3978	3970.0	63	18.4	16	9.2	50.2	177	0.8	4.410743713378906e-05	1.6031181812286377
20	0	0.4774193548387097	0.023792372793013918	0.4258064516129032	0.5225806451612903	3978	3980.1	63	26.3	16	11.1	71.9	177	0.8	4.7206878662109375e-05	1.602759599685669
21	0	0.4741935483870967	0.03343031331104932	0.4193548387096774	0.5354838709677419	3883	3996.3	29	23.0	12	10.5	63.7	79	0.8	4.482269287109375e-05	1.6809730529785156
22	0	0.4741935483870968	0.030568665136728096	0.4193548387096774	0.5225806451612903	3883	3997.3	29	48.2	12	13.6	134.5	79	0.8	3.981590270996094e-05	1.7415640354156494
23	0	0.4787096774193548	0.04686198657376743	0.4193548387096774	0.6	3883	3958.4	29	24.7	12	10.9	67.1	79	0.8	2.9325485229492188e-05	1.5761964321136475
24	0	0.4870967741935483	0.04378074213502852	0.4193548387096774	0.5483870967741935	3883	3987.8	29	29.9	12	12.1	83.0	79	0.8	2.7894973754882812e-05	1.673050880432129
25	0	0.4774193548387097	0.040905464475219006	0.4193548387096774	0.5419354838709678	3883	3965.9	29	26.6	12	11.5	72.5	79	0.8	3.647804260253906e-05	1.5953915119171143
26	0	0.47612903225806447	0.03770745599019991	0.4193548387096774	0.5419354838709678	3883	3960.4	29	22.1	12	10.6	60.6	79	0.9	4.458427429199219e-05	1.5583958625793457
27	0	0.47354838709677416	0.03379561510634528	0.4193548387096774	0.5290322580645161	3883	3965.9	29	27.0	12	11.0	73.5	79	0.9	3.743171691894531e-05	1.6146726608276367
28	0	0.4658064516129031	0.02981734195688087	0.4193548387096774	0.5032258064516129	3883	3953.3	29	23.5	12	11.0	64.3	79	0.9	3.409385681152344e-05	1.7189176082611084
29	0	0.4587096774193548	0.026357029955890964	0.4193548387096774	0.5032258064516129	3883	3942.9	29	32.6	12	12.4	89.9	79	1.0	4.0531158447265625e-05	1.7352476119995117
30	0	0.4651612903225807	0.03231607686804697	0.4193548387096774	0.5161290322580645	3883	3926.8	29	35.2	12	12.4	96.4	79	1.0	4.315376281738281e-05	1.795422077178955
31	0	0.4593548387096774	0.027943752035751883	0.4193548387096774	0.5032258064516129	3883	3917.9	29	45.1	12	13.1	123.5	79	1.0	4.315376281738281e-05	1.7362580299377441
32	0	0.4638709677419355	0.032827236730860784	0.4193548387096774	0.5225806451612903	3883	3922.8	29	30.8	12	11.9	84.1	79	1.0	3.62396240234375e-05	1.597402572631836
33	0	0.46451612903225803	0.035688559189520866	0.4193548387096774	0.5419354838709678	3883	3903.8	29	79.2	12	13.9	220.0	79	1.0	4.792213439941406e-05	1.7975552082061768
34	0	0.4541935483870968	0.023475361804722924	0.4193548387096774	0.49677419354838714	3883	3916.2	29	85.1	12	15.1	236.6	79	1.0	4.5299530029296875e-05	1.90744948387146
35	0	0.4619354838709677	0.03464702343767111	0.4193548387096774	0.5290322580645161	3883	3926.8	29	84.2	12	14.9	235.5	79	1.0	4.267692565917969e-05	1.6050465106964111
36	0	0.4580645161290322	0.02856250789829505	0.4193548387096774	0.5032258064516129	3883	3923.9	29	133.5	12	18.3	373.9	79	1.0	4.482269287109375e-05	1.8593974113464355
37	0	0.45290322580645165	0.028678852607603708	0.4193548387096774	0.5032258064516129	3906	3910.1	33	75.9	13	14.6	211.8	98	1.0	2.5033950805664062e-05	1.5750954151153564
38	0	0.4554838709677419	0.029168140788276967	0.4193548387096774	0.49677419354838714	3906	3900.0	33	42.1	13	13.6	117.6	98	1.0	4.267692565917969e-05	1.6624019145965576
39	0	0.4638709677419355	0.04105274392240783	0.4193548387096774	0.5483870967741935	3906	3921.3	33	29.7	13	11.9	82.5	98	1.0	3.24249267578125e-05	1.679426908493042
40	0	0.4625806451612903	0.03762457628857637	0.4193548387096774	0.5225806451612903	3906	3916.7	33	31.9	13	12.6	87.8	98	1.0	3.62396240234375e-05	1.7005870342254639
41	0	0.4638709677419355	0.041154008861463386	0.4193548387096774	0.5483870967741935	3906	3907.2	33	32.0	13	12.0	87.7	98	1.0	3.814697265625e-05	1.6133887767791748
42	0	0.45677419354838705	0.03386943160879145	0.4193548387096774	0.5161290322580645	3906	3919.0	33	46.7	13	13.9	130.1	98	1.0	3.552436828613281e-05	1.7011358737945557
43	0	0.45225806451612904	0.03282723673086079	0.4193548387096774	0.5161290322580645	3906	3916.7	33	39.9	13	13.3	111.1	98	1.0	3.314018249511719e-05	1.7406437397003174
44	0	0.45612903225806456	0.03328056871362307	0.4193548387096774	0.5032258064516129	3906	3903.4	33	33.5	13	13.7	91.9	98	1.0	4.00543212890625e-05	1.6766393184661865
45	0	0.46064516129032257	0.044060312461842256	0.4193548387096774	0.5548387096774193	3906	3917.9	33	31.4	13	13.1	86.7	98	1.0	4.076957702636719e-05	1.6452140808105469
46	0	0.45741935483870966	0.035389904908135435	0.4193548387096774	0.5096774193548388	3906	3908.0	33	75.3	13	14.0	210.1	98	1.0	3.552436828613281e-05	1.9305694103240967
47	0	0.4509677419354839	0.030185000168489278	0.4193548387096774	0.49677419354838714	3906	3908.5	33	32.4	13	12.3	88.6	98	1.0	2.86102294921875e-05	1.7512412071228027
48	0	0.4483870967741936	0.026007283059027598	0.4193548387096774	0.49677419354838714	3906	3910.2	33	43.1	13	13.6	120.0	98	1.0	3.719329833984375e-05	1.6505036354064941
49	0	0.46322580645161293	0.04248278098878536	0.4193548387096774	0.5354838709677419	3906	3915.1	33	32.9	13	12.7	91.2	98	1.0	5.173683166503906e-05	1.5528593063354492
50	0	0.4580645161290323	0.0364958338676928	0.4193548387096774	0.5161290322580645	3906	3902.8	33	44.9	13	14.4	124.5	98	1.0	2.765655517578125e-05	1.6204612255096436
51	0	0.45677419354838705	0.03554832855214429	0.4193548387096774	0.5225806451612903	3906	3919.5	33	33.5	13	12.7	91.4	98	1.0	4.38690185546875e-05	1.7891509532928467
52	0	0.45612903225806456	0.03684204267166255	0.4193548387096774	0.5225806451612903	3906	3917.9	33	40.8	13	14.2	113.2	98	1.0	4.220008850097656e-05	1.678168773651123
53	0	0.44967741935483874	0.027531081668841145	0.4193548387096774	0.49677419354838714	3906	3905.1	33	39.0	13	13.7	107.5	98	1.0	2.8848648071289062e-05	1.6272938251495361
54	0	0.46064516129032257	0.04252195368589441	0.4193548387096774	0.5548387096774193	3906	3902.8	33	29.1	13	11.9	80.0	98	1.0	2.765655517578125e-05	1.6839478015899658
55	0	0.4580645161290323	0.03672322444066506	0.4193548387096774	0.5225806451612903	3906	3925.2	33	87.5	13	16.4	243.5	98	1.0	3.981590270996094e-05	2.057816743850708
56	0	0.4541935483870968	0.03150078868576442	0.4193548387096774	0.49677419354838714	3906	3915.2	33	32.3	13	12.0	89.8	98	1.0	4.3392181396484375e-05	1.6309256553649902
57	0	0.4580645161290323	0.03533693919388169	0.4193548387096774	0.5032258064516129	3906	3916.9	33	43.7	13	13.8	121.4	98	1.0	4.3392181396484375e-05	1.68623948097229
58	0	0.46516129032258063	0.049677419354838694	0.4193548387096774	0.5806451612903225	3906	3902.8	33	29.4	13	12.1	81.1	98	1.0	4.3392181396484375e-05	1.6937682628631592
59	0	0.4612903225806452	0.041032460944923514	0.4193548387096774	0.5419354838709678	3906	3903.3	33	44.0	13	14.7	121.6	98	1.0	4.100799560546875e-05	1.6829562187194824
60	0	0.45677419354838716	0.034598935942688855	0.4193548387096774	0.5096774193548388	3906	3910.0	33	80.7	13	15.1	225.3	98	1.0	3.0040740966796875e-05	1.8704721927642822
61	0	0.4541935483870968	0.031632646895822625	0.4193548387096774	0.5032258064516129	3906	3907.4	33	32.2	13	12.2	88.7	98	1.0	4.100799560546875e-05	1.5516154766082764
62	0	0.45612903225806456	0.03328056871362307	0.4193548387096774	0.5032258064516129	3906	3938.5	33	74.1	13	15.4	206.7	98	1.0	2.6226043701171875e-05	1.7722067832946777
