gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4967741935483872	5.551115123125783e-17	0.49677419354838714	0.49677419354838714	4612	4591.6	1026	1019.2	13	13.0	3061.4	3075	1.0	0	5.738579511642456
1	0	0.49806451612903235	0.006321263852343669	0.4903225806451613	0.5161290322580645	2880	4625.8	208	733.8	29	18.1	2184.2	570	1.0	4.57763671875e-05	2.215329647064209
2	0	0.5019354838709678	0.01575039434288217	0.4903225806451613	0.5483870967741935	2880	4437.0	208	559.2	29	14.9	1667.1	570	1.0	4.696846008300781e-05	2.010303020477295
3	0	0.4974193548387097	0.0034742998755706196	0.4903225806451613	0.5032258064516129	2880	4253.0	208	574.2	29	16.0	1708.8	570	1.0	5.4836273193359375e-05	1.8863565921783447
4	0	0.49870967741935485	0.006483790723303779	0.4903225806451613	0.5161290322580645	2880	4262.0	208	556.1	29	13.8	1659.3	570	1.0	3.6716461181640625e-05	1.7390716075897217
5	0	0.5083870967741937	0.022124423483202867	0.4903225806451613	0.5548387096774193	2880	4086.4	208	600.2	29	18.7	1781.3	570	1.0	2.9087066650390625e-05	1.8218204975128174
6	0	0.4974193548387097	0.004516129032258075	0.4903225806451613	0.5096774193548388	2880	4393.5	208	630.2	29	21.2	1868.8	570	1.0	3.4332275390625e-05	3.3590104579925537
7	0	0.4961290322580646	0.0034742998755706344	0.4903225806451613	0.5032258064516129	8064	5328.2	96	576.8	32	20.4	1716.7	269	1.0	4.458427429199219e-05	1.9724915027618408
8	0	0.4961290322580646	0.009326988577290933	0.4774193548387097	0.5161290322580645	3298	5139.0	3	447.0	4	14.7	1332.1	7	1.0	4.982948303222656e-05	1.5448634624481201
9	0	0.4903225806451614	0.009123958466923201	0.4774193548387097	0.5032258064516129	3298	4731.7	3	336.2	4	12.5	1003.6	7	0.9	6.270408630371094e-05	1.673649549484253
10	0	0.4838709677419355	0.008160716542370033	0.4774193548387097	0.49677419354838714	2529	3953.8	3	142.8	4	12.1	417.3	7	0.9	3.1948089599609375e-05	1.553499698638916
11	0	0.4774193548387097	0.0	0.4774193548387097	0.4774193548387097	2530	3198.7	3	3.4	4	4.5	7.8	7	0.8	4.00543212890625e-05	1.5657293796539307
12	0	0.48580645161290326	0.016836114000903082	0.4774193548387097	0.5225806451612903	2530	3198.0	3	3.4	4	4.7	7.8	7	1.0	4.267692565917969e-05	1.5839855670928955
13	0	0.48129032258064514	0.011612903225806449	0.4774193548387097	0.5161290322580645	2530	3461.9	3	3.4	4	4.4	7.8	7	0.9	4.38690185546875e-05	1.534559965133667
14	0	0.48129032258064514	0.008262095790235924	0.4774193548387097	0.5032258064516129	2530	3406.7	3	4.1	4	4.8	10.0	7	0.9	3.147125244140625e-05	1.5585432052612305
15	0	0.4774193548387097	0.0	0.4774193548387097	0.4774193548387097	2530	3121.1	3	3.4	4	4.5	7.8	7	0.9	2.6702880859375e-05	1.5817840099334717
16	0	0.4832258064516129	0.011702165901430368	0.4774193548387097	0.5096774193548388	2530	3253.5	3	3.2	4	4.4	7.4	7	1.0	5.0067901611328125e-05	1.543644666671753
17	0	0.48129032258064514	0.008262095790235924	0.4774193548387097	0.5032258064516129	2530	3198.0	3	3.1	4	4.5	7.1	7	1.0	3.2901763916015625e-05	1.5360407829284668
18	0	0.4774193548387097	0.0	0.4774193548387097	0.4774193548387097	2530	3198.1	3	3.4	4	4.6	7.8	7	0.9	2.384185791015625e-05	1.5458896160125732
19	0	0.4774193548387097	0.01154099601290212	0.4516129032258065	0.5032258064516129	3297	3198.8	4	3.2	5	4.4	7.4	9	0.9	4.5299530029296875e-05	1.5760414600372314
20	0	0.47870967741935483	0.012172878880073021	0.4516129032258065	0.5032258064516129	3297	3067.9	4	3.6	5	4.8	8.2	9	1.0	5.078315734863281e-05	1.5465781688690186
21	0	0.4748387096774193	0.007741935483870954	0.4516129032258065	0.4774193548387097	3297	3067.8	4	3.6	5	4.9	8.2	9	0.9	4.38690185546875e-05	1.5143661499023438
22	0	0.4825806451612903	0.015483870967741908	0.4516129032258065	0.5032258064516129	3297	3145.6	4	3.1	5	4.5	7.2	9	1.0	2.7894973754882812e-05	1.5836596488952637
23	0	0.4741935483870968	0.0119833391103269	0.4516129032258065	0.4903225806451613	3304	3144.4	4	3.5	5	4.7	7.9	9	0.9	4.506111145019531e-05	1.5910022258758545
24	0	0.4645161290322581	0.01290322580645159	0.4516129032258065	0.4774193548387097	3302	3146.3	4	3.8	5	4.8	8.6	9	0.7	4.792213439941406e-05	1.5292785167694092
25	0	0.4683870967741936	0.018293479843558457	0.4516129032258065	0.5032258064516129	3302	3223.4	4	3.5	5	4.9	8.0	9	0.7	3.170967102050781e-05	1.5674560070037842
26	0	0.46967741935483875	0.020360946887818712	0.4516129032258065	0.5096774193548388	3302	3224.0	4	3.8	5	5.0	8.6	9	0.7	4.2438507080078125e-05	1.5895113945007324
27	0	0.4612903225806452	0.011983339110326887	0.4516129032258065	0.4774193548387097	3304	3223.6	4	3.8	5	4.9	8.5	9	0.6	4.0531158447265625e-05	1.5417296886444092
28	0	0.4664516129032258	0.022727632198462598	0.4516129032258065	0.5032258064516129	3297	3302.4	4	3.6	5	5.0	8.2	9	0.5	2.9802322387695312e-05	1.5169615745544434
29	0	0.4619354838709677	0.01711806343409236	0.4516129032258065	0.5032258064516129	3297	3301.0	4	3.9	5	5.0	8.7	9	0.5	2.4557113647460938e-05	1.436905860900879
30	0	0.45677419354838716	0.010322580645161271	0.4516129032258065	0.4774193548387097	3297	3301.7	4	4.0	5	5.0	8.9	9	0.6	3.933906555175781e-05	1.4031705856323242
31	0	0.4593548387096774	0.011826001793434404	0.4516129032258065	0.4774193548387097	3297	3301.7	4	4.0	5	5.0	8.9	9	0.5	3.9577484130859375e-05	1.4712278842926025
