gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4974193548387097	0.0019354838709677137	0.49677419354838714	0.5032258064516129	4708	4608.4	1058	1024.8	13	13.0	3072.6	3139	1.0	0	0.6851027011871338
1	0	0.49806451612903235	0.0025806451612902844	0.49677419354838714	0.5032258064516129	4708	4605.4	1058	676.3	13	15.0	2016.5	3139	1.0	4.3392181396484375e-05	0.38437914848327637
2	0	0.5000000000000001	0.007768770695995012	0.49677419354838714	0.5225806451612903	4708	4628.8	1058	633.8	13	12.5	1893.4	3139	1.0	2.9087066650390625e-05	0.2673799991607666
3	0	0.49548387096774205	0.0038709677419354943	0.4838709677419355	0.49677419354838714	4624	4639.0	168	681.2	20	16.8	2030.9	481	1.0	4.267692565917969e-05	0.16818761825561523
4	0	0.49806451612903235	0.006321263852343683	0.4838709677419355	0.5096774193548388	4624	4625.2	168	569.4	20	13.2	1695.6	481	1.0	4.5299530029296875e-05	0.31396055221557617
5	0	0.5000000000000001	0.014498196809189831	0.4838709677419355	0.5419354838709678	4624	4630.0	168	625.8	20	18.9	1852.6	481	1.0	2.8848648071289062e-05	0.27980709075927734
6	0	0.49548387096774194	0.0063212638523436745	0.4838709677419355	0.5032258064516129	4522	4619.8	126	609.3	16	16.1	1811.3	364	1.0	4.1961669921875e-05	0.18209481239318848
7	0	0.49419354838709684	0.005161290322580658	0.4838709677419355	0.49677419354838714	4522	4594.0	126	496.9	16	17.8	1472.2	364	1.0	4.291534423828125e-05	0.20747637748718262
8	0	0.49806451612903235	0.010718224339249132	0.4838709677419355	0.5225806451612903	4522	4614.4	126	481.8	16	15.0	1427.6	364	1.0	4.291534423828125e-05	0.1552419662475586
9	0	0.49419354838709684	0.005161290322580658	0.4838709677419355	0.49677419354838714	4522	4616.8	126	542.3	16	18.4	1608.7	364	1.0	4.4345855712890625e-05	0.45908117294311523
10	0	0.49548387096774194	0.0063212638523436745	0.4838709677419355	0.5032258064516129	4522	4864.4	126	461.7	16	13.8	1370.7	364	1.0	3.4332275390625e-05	0.1315784454345703
