gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4967741935483872	5.551115123125783e-17	0.49677419354838714	0.49677419354838714	4486	4589.8	984	1018.6	13	13.0	3060.2	2991	1.0	0	0.5399346351623535
1	0	0.49806451612903235	0.010322580645161287	0.4774193548387097	0.5225806451612903	2429	4590.4	354	676.1	36	16.0	2024.2	1018	1.0	3.4809112548828125e-05	0.2450425624847412
2	0	0.49483870967741944	0.005806451612903241	0.4774193548387097	0.49677419354838714	2429	3936.7	354	604.8	36	18.3	1802.2	1018	1.0	3.314018249511719e-05	0.21351313591003418
3	0	0.49548387096774194	0.0063212638523436875	0.4774193548387097	0.5032258064516129	2429	4363.7	354	640.6	36	23.8	1911.3	1018	1.0	2.5510787963867188e-05	0.23197340965270996
4	0	0.4935483870967742	0.012325789144866326	0.47096774193548385	0.5161290322580645	2130	3938.5	256	594.9	33	17.5	1773.5	719	1.0	2.7418136596679688e-05	0.1673569679260254
5	0	0.4909677419354839	0.009326988577290966	0.47096774193548385	0.49677419354838714	2130	3707.5	256	406.3	33	18.6	1209.1	719	1.0	3.0279159545898438e-05	0.15079689025878906
6	0	0.49161290322580653	0.009911155803701442	0.47096774193548385	0.5032258064516129	2130	3453.1	256	407.7	33	18.9	1209.0	719	1.0	3.4332275390625e-05	0.1229863166809082
7	0	0.4922580645161291	0.010422899626711947	0.47096774193548385	0.5032258064516129	2130	3483.2	256	420.3	33	20.3	1245.4	719	1.0	2.3126602172851562e-05	0.1407766342163086
8	0	0.4922580645161291	0.010422899626711947	0.47096774193548385	0.5032258064516129	2130	2979.6	256	423.9	33	22.7	1256.1	719	1.0	5.316734313964844e-05	0.11692547798156738
9	0	0.48903225806451617	0.019947903011277815	0.44516129032258067	0.5225806451612903	2293	2979.4	166	437.2	27	23.5	1290.4	456	1.0	2.4080276489257812e-05	0.13609719276428223
10	0	0.48193548387096785	0.03795500923892317	0.4	0.5548387096774193	2008	2739.3	63	355.0	19	25.0	1038.2	170	1.0	3.7670135498046875e-05	0.1409778594970703
11	0	0.47870967741935483	0.032232247733669145	0.4	0.5161290322580645	2008	2449.7	63	231.9	19	21.9	671.2	170	1.0	2.5033950805664062e-05	0.09737586975097656
12	0	0.47354838709677416	0.02987312749107155	0.4	0.5032258064516129	2008	2681.2	63	246.3	19	22.9	714.2	170	1.0	3.170967102050781e-05	0.19087910652160645
13	0	0.46451612903225803	0.02913958655648054	0.4	0.5032258064516129	2008	2414.9	63	148.7	19	22.9	415.2	170	1.0	3.838539123535156e-05	0.10000252723693848
14	0	0.467741935483871	0.03150739470212846	0.4	0.5032258064516129	2008	2305.0	63	102.9	19	20.0	282.7	170	1.0	3.9577484130859375e-05	0.09480071067810059
15	0	0.4632258064516129	0.0361290322580645	0.4	0.5354838709677419	2008	2353.1	63	118.2	19	20.1	324.0	170	1.0	2.7179718017578125e-05	0.10752081871032715
16	0	0.4548387096774194	0.03404716077924841	0.4	0.5032258064516129	2008	2259.9	63	106.7	19	19.9	291.7	170	1.0	6.318092346191406e-05	0.08869647979736328
17	0	0.4587096774193549	0.03755814084600746	0.4	0.5096774193548388	2008	2509.9	63	89.3	19	18.8	242.2	170	1.0	2.4557113647460938e-05	0.09327101707458496
18	0	0.455483870967742	0.03440591387347969	0.4	0.5032258064516129	2008	2247.7	63	81.9	19	16.1	222.6	170	1.0	2.4318695068359375e-05	0.08879828453063965
19	0	0.4490322580645162	0.03559513348163541	0.4	0.49677419354838714	2008	2239.2	63	80.3	19	18.1	218.2	170	1.0	3.0040740966796875e-05	0.0870518684387207
20	0	0.45290322580645165	0.039009590858918634	0.4	0.5032258064516129	2008	1994.0	63	52.7	19	15.4	141.2	170	1.0	2.2172927856445312e-05	0.09651017189025879
21	0	0.45290322580645165	0.05020664892475798	0.4	0.5548387096774193	2008	1994.0	63	58.0	19	16.2	154.7	170	1.0	3.504753112792969e-05	0.10487103462219238
22	0	0.44967741935483885	0.039984388212506244	0.4	0.5096774193548388	2008	1979.2	63	37.3	19	13.4	98.3	170	1.0	2.765655517578125e-05	0.08999228477478027
23	0	0.4490322580645162	0.03873117682529972	0.4	0.49677419354838714	2008	1959.6	63	36.7	19	12.8	97.0	170	1.0	2.288818359375e-05	0.08103537559509277
24	0	0.45741935483870977	0.049844712030241774	0.4	0.5354838709677419	2008	1996.2	63	46.7	19	14.7	124.2	170	1.0	3.552436828613281e-05	0.10306549072265625
25	0	0.44967741935483885	0.039565801565063126	0.4	0.5032258064516129	2008	1959.6	63	40.7	19	13.5	107.3	170	1.0	3.647804260253906e-05	0.08860993385314941
26	0	0.45032258064516134	0.04088510843291577	0.4	0.5161290322580645	2008	1959.6	63	35.3	19	12.3	92.2	170	1.0	2.6226043701171875e-05	0.07906222343444824
27	0	0.4438709677419356	0.03737483447215545	0.4	0.5032258064516129	2008	1987.7	63	43.3	19	14.3	113.3	170	1.0	2.5272369384765625e-05	0.09048628807067871
28	0	0.4529032258064517	0.0435471923372547	0.4	0.5161290322580645	2008	1982.4	63	45.1	19	14.0	118.4	170	1.0	3.266334533691406e-05	0.09397482872009277
