gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4967741935483872	5.551115123125783e-17	0.49677419354838714	0.49677419354838714	4612	4607.2	1026	1024.4	13	13.0	3071.8	3075	1.0	0	0.6343655586242676
1	0	0.4961290322580646	0.016934715804395713	0.47096774193548385	0.5354838709677419	3737	4601.2	2	640.3	5	12.9	1913.1	5	1.0	4.363059997558594e-05	0.40676164627075195
2	0	0.4935483870967742	0.012983620514514915	0.47096774193548385	0.5161290322580645	3737	4118.9	2	423.1	5	10.6	1264.1	5	1.0	4.3392181396484375e-05	0.6894655227661133
3	0	0.49419354838709684	0.013284684052886452	0.47096774193548385	0.5161290322580645	3737	3844.9	2	324.5	5	10.0	969.7	5	1.0	3.9577484130859375e-05	0.1668398380279541
4	0	0.4851612903225807	0.013158760035078187	0.46451612903225803	0.49677419354838714	3260	3839.0	11	319.7	7	10.0	954.7	25	0.9	4.363059997558594e-05	0.1386573314666748
5	0	0.4754838709677419	0.011913667943625441	0.4580645161290322	0.49677419354838714	2941	3557.9	15	110.9	9	7.5	328.8	35	0.7	4.839897155761719e-05	0.10810685157775879
6	0	0.4787096774193548	0.019738140052617235	0.4580645161290322	0.5161290322580645	2948	3393.0	10	5.7	7	6.0	13.8	24	0.7	4.315376281738281e-05	0.10406875610351562
7	0	0.47612903225806447	0.01797211390604403	0.4580645161290322	0.5161290322580645	2948	3204.7	10	6.4	7	6.2	15.4	24	0.7	4.9114227294921875e-05	0.10231566429138184
8	0	0.48064516129032253	0.022946347411327422	0.4580645161290322	0.5290322580645161	2948	3203.3	10	7.7	7	6.6	18.6	24	0.8	4.1961669921875e-05	0.11760902404785156
9	0	0.4716129032258064	0.009326988577290965	0.4580645161290322	0.4903225806451613	2948	3272.6	10	6.6	7	6.1	15.4	24	0.8	3.8623809814453125e-05	0.09453535079956055
10	0	0.47225806451612906	0.011099774538119547	0.4580645161290322	0.49677419354838714	2948	3239.9	10	7.9	7	6.6	19.5	24	0.7	3.886222839355469e-05	0.10461854934692383
11	0	0.46967741935483864	0.0175027870532265	0.44516129032258067	0.5161290322580645	2948	3204.0	14	7.1	8	6.4	17.1	34	0.7	3.6716461181640625e-05	0.11235904693603516
12	0	0.48	0.025999279586593396	0.44516129032258067	0.5354838709677419	2948	3130.0	14	9.3	8	7.0	22.8	34	0.9	3.838539123535156e-05	0.13368463516235352
13	0	0.4716129032258064	0.016687118911454926	0.44516129032258067	0.5032258064516129	2948	3130.7	14	10.5	8	7.5	25.4	34	0.9	4.315376281738281e-05	0.12842512130737305
14	0	0.4703225806451613	0.019451372169911406	0.44516129032258067	0.5032258064516129	2960	3130.7	14	10.1	8	7.4	24.5	33	0.9	4.1484832763671875e-05	0.12610459327697754
15	0	0.4664516129032258	0.017081551348224155	0.44516129032258067	0.5032258064516129	2960	3060.6	14	14.2	8	8.0	34.8	33	1.0	4.458427429199219e-05	0.12566328048706055
16	0	0.46903225806451615	0.0270737229140094	0.43870967741935485	0.5161290322580645	2937	2981.7	12	10.5	8	7.1	25.4	29	0.9	4.291534423828125e-05	0.10952448844909668
17	0	0.47225806451612906	0.02809231104138999	0.43870967741935485	0.5225806451612903	2937	2948.3	12	11.5	8	7.5	27.9	29	1.0	4.100799560546875e-05	0.12923121452331543
18	0	0.4619354838709677	0.017597653802562403	0.43870967741935485	0.49677419354838714	2937	2947.2	12	13.5	8	8.2	32.6	29	1.0	5.173683166503906e-05	0.13368701934814453
19	0	0.4632258064516129	0.020155483034597816	0.43870967741935485	0.5032258064516129	2937	2946.7	12	11.8	8	7.6	28.6	29	1.0	4.220008850097656e-05	0.10823273658752441
20	0	0.46903225806451615	0.030947574077965053	0.43870967741935485	0.5290322580645161	2937	2947.8	12	12.5	8	7.6	30.4	29	0.9	4.267692565917969e-05	0.09174418449401855
21	0	0.46645161290322584	0.0230910066686107	0.43870967741935485	0.49677419354838714	2937	2946.7	12	12.2	8	7.7	30.2	29	0.9	4.172325134277344e-05	0.09789013862609863
22	0	0.46645161290322584	0.030677402394758017	0.43870967741935485	0.5354838709677419	2937	2952.1	12	14.2	8	8.1	34.5	29	0.9	2.9325485229492188e-05	0.11129069328308105
23	0	0.4703225806451613	0.04155660107145268	0.43870967741935485	0.5741935483870968	2937	2948.3	12	14.0	8	8.1	34.0	29	0.9	3.147125244140625e-05	0.1100468635559082
24	0	0.4580645161290323	0.021783152278882757	0.43870967741935485	0.49677419354838714	2937	2953.6	12	13.6	8	8.0	32.1	29	0.9	3.647804260253906e-05	0.10874056816101074
25	0	0.46193548387096783	0.023827335887250816	0.43870967741935485	0.5032258064516129	2937	2947.9	12	13.1	8	8.1	31.8	29	1.0	4.029273986816406e-05	0.13334345817565918
26	0	0.46193548387096783	0.02755375032782274	0.43870967741935485	0.5161290322580645	2937	2950.2	12	12.4	8	7.8	30.0	29	1.0	2.7894973754882812e-05	0.09621858596801758
27	0	0.4587096774193549	0.022617481474784637	0.43870967741935485	0.5032258064516129	2937	2958.0	12	14.2	8	7.9	33.4	29	1.0	2.5987625122070312e-05	0.10410404205322266
28	0	0.4651612903225807	0.026357029955890947	0.43870967741935485	0.5032258064516129	2937	2951.6	12	13.7	8	8.1	33.0	29	1.0	4.7206878662109375e-05	0.11428403854370117
29	0	0.46903225806451615	0.03094757407796504	0.43870967741935485	0.5161290322580645	2937	2952.5	12	13.3	8	7.8	32.0	29	1.0	2.7179718017578125e-05	0.1527414321899414
30	0	0.4580645161290323	0.021973401762485665	0.43870967741935485	0.5032258064516129	2937	2955.4	12	13.9	8	7.9	32.7	29	1.0	4.1961669921875e-05	0.10740494728088379
31	0	0.47225806451612906	0.03601364061149125	0.43870967741935485	0.5419354838709678	2937	2958.2	12	14.5	8	8.3	35.1	29	1.0	4.935264587402344e-05	0.11443495750427246
