gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.4967741935483872	5.551115123125783e-17	0.49677419354838714	0.49677419354838714	4600	4645.6	1022	1037.2	13	13.0	3097.4	3067	1.0	0	0.674206018447876
1	0	0.4929032258064517	0.011612903225806482	0.4580645161290322	0.49677419354838714	4359	4641.4	61	756.3	15	17.5	2250.2	169	1.0	4.57763671875e-05	0.4451110363006592
2	0	0.4922580645161291	0.011913667943625432	0.4580645161290322	0.5032258064516129	4359	4583.2	61	545.8	15	13.2	1623.3	169	1.0	4.839897155761719e-05	0.2695019245147705
3	0	0.48967741935483877	0.012052607543399646	0.4580645161290322	0.49677419354838714	4359	4520.1	61	341.3	15	12.4	1011.3	169	1.0	4.792213439941406e-05	0.1988382339477539
4	0	0.5	0.029459225953111935	0.4580645161290322	0.567741935483871	4359	4720.3	61	294.2	15	14.4	865.2	169	1.0	4.744529724121094e-05	0.23138141632080078
5	0	0.48903225806451617	0.016270348661830334	0.4580645161290322	0.5161290322580645	4359	4911.2	61	137.8	15	12.6	402.9	169	1.0	2.8133392333984375e-05	0.1467907428741455
6	0	0.4832258064516129	0.014266673798384514	0.4580645161290322	0.5161290322580645	4359	5685.1	61	27.9	15	9.0	76.2	169	0.9	4.649162292480469e-05	0.1003105640411377
7	0	0.48193548387096774	0.0152809281062284	0.4580645161290322	0.5161290322580645	4359	6195.9	61	15.2	15	6.9	40.8	169	0.8	2.7418136596679688e-05	0.10129451751708984
8	0	0.4838709677419355	0.016574493649890505	0.4580645161290322	0.5225806451612903	4359	5389.4	61	17.3	15	7.9	47.2	169	0.8	4.3392181396484375e-05	0.11952733993530273
9	0	0.4774193548387097	0.008655747009676628	0.4580645161290322	0.49677419354838714	4359	5918.2	61	16.4	15	7.7	44.5	169	0.8	3.504753112792969e-05	0.13770151138305664
10	0	0.47677419354838707	0.008869501345075843	0.4580645161290322	0.49677419354838714	4359	5378.2	61	15.3	15	7.1	41.5	169	0.7	4.291534423828125e-05	0.1250007152557373
11	0	0.4780645161290322	0.01455550215829482	0.4580645161290322	0.5161290322580645	4359	5413.8	61	9.0	15	5.7	23.7	169	0.9	2.8848648071289062e-05	0.14228153228759766
12	0	0.48	0.015321731725210229	0.4580645161290322	0.5161290322580645	4359	5913.7	61	8.9	15	5.6	23.4	169	0.9	4.4345855712890625e-05	0.12262082099914551
13	0	0.48129032258064514	0.017832612853013255	0.4580645161290322	0.5161290322580645	4359	4847.6	61	18.0	15	7.7	49.2	169	1.0	4.220008850097656e-05	0.15392041206359863
14	0	0.48193548387096774	0.01825931832010958	0.4580645161290322	0.5161290322580645	4359	4615.7	61	20.6	15	8.6	55.7	169	1.0	3.4332275390625e-05	0.15162444114685059
15	0	0.4754838709677419	0.011559014753012234	0.4580645161290322	0.49677419354838714	4359	4596.3	61	18.3	15	8.5	50.1	169	0.9	3.743171691894531e-05	0.12792134284973145
16	0	0.46838709677419355	0.007184212081071015	0.4580645161290322	0.4838709677419355	4359	4295.6	61	11.3	15	6.7	30.5	169	0.6	2.956390380859375e-05	0.10294318199157715
17	0	0.4703225806451613	0.015921242166778156	0.4580645161290322	0.5161290322580645	4359	4289.4	61	8.7	15	5.9	23.0	169	0.4	4.458427429199219e-05	0.11121869087219238
18	0	0.4709677419354839	0.01632143308474002	0.4580645161290322	0.5032258064516129	4214	4269.4	4	15.2	5	7.0	41.1	9	0.5	4.2438507080078125e-05	0.11434650421142578
19	0	0.46645161290322584	0.006483790723303817	0.4580645161290322	0.4774193548387097	4214	4252.5	4	9.2	5	6.0	24.0	9	0.6	3.600120544433594e-05	0.1041867733001709
20	0	0.467741935483871	0.00923730391179122	0.4580645161290322	0.4903225806451613	4214	4251.7	4	9.3	5	6.1	24.1	9	0.7	4.0531158447265625e-05	0.09488511085510254
21	0	0.4670967741935484	0.009214746359410154	0.4580645161290322	0.4903225806451613	4214	4273.3	4	9.0	5	6.0	23.5	9	0.6	3.743171691894531e-05	0.10499691963195801
22	0	0.4741935483870968	0.021251185925162095	0.4580645161290322	0.5290322580645161	4214	4281.9	4	13.6	5	7.2	36.6	9	0.7	3.933906555175781e-05	0.1346299648284912
23	0	0.4709677419354839	0.017069363297190922	0.4580645161290322	0.5161290322580645	4214	4272.5	4	9.2	5	6.0	24.0	9	0.6	2.6702880859375e-05	0.10685324668884277
24	0	0.4670967741935484	0.011248771467201768	0.4580645161290322	0.49677419354838714	4214	4247.0	4	12.1	5	6.9	32.0	9	0.5	4.5299530029296875e-05	0.10921287536621094
25	0	0.4612903225806452	0.0066109359780384515	0.4516129032258065	0.4774193548387097	4377	4245.4	51	14.0	16	7.1	36.4	131	0.5	3.147125244140625e-05	0.11809086799621582
26	0	0.4709677419354839	0.02178315227888277	0.4516129032258065	0.5161290322580645	4377	4275.6	51	15.4	16	7.7	40.3	131	0.7	4.839897155761719e-05	0.13507366180419922
27	0	0.48	0.030288244114336806	0.4516129032258065	0.5419354838709678	4377	4293.7	51	21.0	16	8.8	54.4	131	0.7	3.910064697265625e-05	0.12366056442260742
28	0	0.4677419354838709	0.01737149937785325	0.4516129032258065	0.5032258064516129	4377	4230.3	51	8.4	16	6.2	20.6	131	0.6	3.814697265625e-05	0.10373711585998535
29	0	0.4787096774193548	0.03423612686818479	0.4516129032258065	0.5483870967741935	4377	4262.9	51	17.5	16	8.4	44.1	131	0.7	3.8623809814453125e-05	0.1140143871307373
30	0	0.4619354838709677	0.009655890030384378	0.4516129032258065	0.4838709677419355	4377	4262.9	51	17.4	16	8.0	44.2	131	0.5	3.0040740966796875e-05	0.11721611022949219
31	0	0.46516129032258063	0.013362783985295492	0.4516129032258065	0.49677419354838714	4377	4246.6	51	12.5	16	7.1	31.0	131	0.6	4.458427429199219e-05	0.12218499183654785
32	0	0.4632258064516129	0.009481895778515539	0.4516129032258065	0.4774193548387097	4377	4230.3	51	8.6	16	6.2	21.0	131	0.6	3.218650817871094e-05	0.09844112396240234
33	0	0.4658064516129031	0.014075757567271915	0.4516129032258065	0.49677419354838714	4377	4246.6	51	11.7	16	6.9	29.6	131	0.6	4.410743713378906e-05	0.1499781608581543
34	0	0.46838709677419355	0.021821334871339065	0.4516129032258065	0.5290322580645161	4377	4246.9	51	13.3	16	7.2	33.6	131	0.6	4.267692565917969e-05	0.10290932655334473
