gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.49609200000000003	0.0027485516185802405	0.4918	0.5057	7	812.71	2	136.21	6	9.48	542.09	5	0.96	0	15.1266188621521
1	10	0.4953722222222222	0.0023220693729601406	0.4908	0.5049	1378	941.4888888888889	4	40.388888888888886	7	10.777777777777779	155.2111111111111	10	0.78	0.0002663135528564453	7.025594711303711
2	14	0.4949662790697673	0.003515335521553641	0.4831	0.5057	1248	737.1860465116279	15	20.162790697674417	10	8.546511627906977	74.73255813953489	52	0.6	0.00019407272338867188	4.75891375541687
3	9	0.4935912087912088	0.00420631781108309	0.4831	0.5178	1248	656.2087912087912	15	8.197802197802197	10	6.835164835164835	28.835164835164836	52	0.5	0.0002002716064453125	4.208876609802246
4	8	0.4928260869565218	0.0039182368918002745	0.4831	0.5057	1248	806.054347826087	15	3.489130434782609	10	6.326086956521739	10.673913043478262	52	0.53	0.0003790855407714844	3.990272045135498
5	6	0.49198297872340413	0.006990900442686002	0.4403	0.5091	1248	763.6595744680851	13	3.4468085106382977	11	6.308510638297872	10.351063829787234	37	0.5	0.00020241737365722656	4.426850080490112
6	1	0.4920616161616161	0.007657487351575376	0.4403	0.5054000000000001	1248	791.040404040404	13	3.707070707070707	11	6.444444444444445	11.030303030303031	37	0.45	0.0003113746643066406	4.598388433456421
7	5	0.49008947368421046	0.01062998216252611	0.4403	0.5087999999999999	1248	755.8736842105263	13	4.3578947368421055	11	6.610526315789474	13.694736842105263	37	0.41	0.0002117156982421875	4.234519958496094
8	6	0.48636702127659587	0.01558944261076838	0.41100000000000003	0.5054000000000001	1295	803.6063829787234	15	4.946808510638298	10	7.042553191489362	15.180851063829786	48	0.44	0.00025725364685058594	3.834383487701416
9	7	0.4810763440860215	0.023506710997141005	0.41100000000000003	0.5091	1295	968.0860215053764	15	7.537634408602151	10	8.096774193548388	23.978494623655912	48	0.6	0.0001964569091796875	4.55845832824707
10	3	0.47832268041237114	0.028641867938403672	0.36329999999999996	0.5057	1295	1103.0	15	8.597938144329897	10	8.690721649484535	27.103092783505154	48	0.76	0.0002684593200683594	4.366577386856079
11	5	0.48091368421052627	0.030259716527445017	0.36329999999999996	0.5149	1295	1170.8736842105263	15	10.789473684210526	10	9.494736842105263	34.421052631578945	48	0.84	0.0004508495330810547	3.8213675022125244
12	2	0.4805183673469388	0.03126765736882832	0.36329999999999996	0.5035000000000001	1295	1215.6734693877552	15	10.806122448979592	10	9.357142857142858	35.54081632653061	48	0.87	0.0001876354217529297	3.633511543273926
13	1	0.48372828282828273	0.031108993926386105	0.36329999999999996	0.5049	1295	1256.888888888889	15	11.242424242424242	10	9.444444444444445	37.14141414141414	48	0.9	0.0001785755157470703	4.504566431045532
14	0	0.47966899999999996	0.03684553621539521	0.36329999999999996	0.5109	1295	1272.65	15	12.48	10	9.76	41.79	48	0.89	0.00032258033752441406	5.500041723251343
15	0	0.4745880000000001	0.04423291823970018	0.34140000000000004	0.5234	1260	1275.0	14	10.58	10	9.18	34.45	46	0.87	0.000202178955078125	5.010310649871826
16	0	0.46536800000000006	0.04960853732977823	0.34140000000000004	0.5057	1291	1277.9	15	12.47	10	9.59	40.9	47	0.82	0.00029754638671875	5.41363525390625
17	0	0.470567	0.04804526418909568	0.34140000000000004	0.5129	1291	1277.05	15	11.88	10	9.4	38.57	47	0.89	0.0004067420959472656	6.099133491516113
18	0	0.469306	0.04922060304384739	0.34140000000000004	0.5057	1291	1282.15	15	12.51	10	9.82	40.56	47	0.87	0.0003597736358642578	6.059594631195068
19	0	0.466148	0.052534225948423365	0.34140000000000004	0.5144	1291	1284.89	15	13.56	10	10.16	43.9	47	0.85	0.00036334991455078125	6.207864999771118
20	0	0.47081999999999996	0.05539087469971926	0.34140000000000004	0.6541	1291	1288.64	15	14.67	10	10.52	48.33	47	0.91	0.00019311904907226562	6.088922023773193
21	0	0.468044	0.05192315729999477	0.34140000000000004	0.5098	1291	1288.08	15	14.05	10	10.48	45.59	47	0.94	0.0004119873046875	5.955874681472778
22	0	0.465943	0.053578985162095034	0.34140000000000004	0.5206	1291	1289.25	15	13.94	10	10.39	45.43	47	0.88	0.0004107952117919922	5.872417211532593
23	0	0.458144	0.059760256559020876	0.34140000000000004	0.5087999999999999	1291	1290.27	15	14.89	10	10.62	48.53	47	0.9	0.0002791881561279297	6.118042945861816
24	0	0.46255300000000005	0.05721747365097484	0.34140000000000004	0.5052	1291	1290.45	15	16.15	10	11.22	52.91	47	0.95	0.0003993511199951172	6.054769992828369
25	0	0.463249	0.05600255975399695	0.34140000000000004	0.5049	1291	1289.98	15	16.43	10	11.08	54.51	47	0.92	0.00020956993103027344	6.026349782943726
26	0	0.46151700000000007	0.05733235745196598	0.34140000000000004	0.5091	1291	1292.09	15	18.74	10	11.21	63.41	47	0.92	0.0003879070281982422	6.883054494857788
27	0	0.45011300000000004	0.06360267235737818	0.34140000000000004	0.513	1291	1288.61	15	15.7	10	10.63	52.69	47	0.89	0.00040650367736816406	5.856436252593994
28	0	0.45279	0.06436462149348816	0.34140000000000004	0.5604	1291	1292.37	15	15.73	10	10.89	52.03	47	0.89	0.0004372596740722656	6.2832255363464355
29	0	0.449957	0.0631551316283958	0.34140000000000004	0.5066999999999999	1291	1290.92	15	14.85	10	10.79	48.19	47	0.87	0.00031375885009765625	6.019174098968506
