gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.496324	0.0028227334270171578	0.49250000000000005	0.5101	36	806.78	7	135.17	7	9.28	538.12	24	0.94	0	12.115842342376709
1	11	0.4961426966292135	0.0035670428894788923	0.49250000000000005	0.5155000000000001	1283	1033.4044943820224	52	45.741573033707866	13	11.359550561797754	175.75280898876406	204	0.82	0.00019693374633789062	6.162723541259766
2	13	0.49564482758620687	0.0030353003078409267	0.49250000000000005	0.5057	1372	1048.9540229885058	7	31.724137931034484	7	11.482758620689655	119.2183908045977	24	0.76	0.00019407272338867188	4.548872470855713
3	11	0.49566292134831463	0.004390781508141902	0.49250000000000005	0.5136000000000001	1372	973.8539325842696	7	16.820224719101123	7	9.52808988764045	60.7752808988764	24	0.69	0.00020551681518554688	3.746500015258789
4	11	0.4948438202247191	0.002272599613083812	0.49250000000000005	0.5035000000000001	1372	881.1910112359551	7	15.168539325842696	7	8.606741573033707	55.38202247191011	24	0.7	0.00019741058349609375	3.7455027103424072
5	11	0.4952426966292135	0.00311736303287773	0.49250000000000005	0.5057	1372	801.685393258427	7	11.44943820224719	7	8.303370786516854	41.59550561797753	24	0.67	0.000186920166015625	3.2981998920440674
6	9	0.49469230769230765	0.0025737572812306944	0.49250000000000005	0.5035000000000001	1372	792.8131868131868	7	12.725274725274724	7	7.714285714285714	47.20879120879121	24	0.64	0.00020623207092285156	3.1208696365356445
7	16	0.49523928571428566	0.0030182389163985286	0.49050000000000005	0.5057	904	842.7738095238095	4	7.916666666666667	7	7.321428571428571	27.88095238095238	10	0.63	0.00019788742065429688	2.939072847366333
8	8	0.4945173913043478	0.002915573203977295	0.49050000000000005	0.5057	904	877.7826086956521	4	8.684782608695652	7	7.054347826086956	31.41304347826087	10	0.55	0.0003025531768798828	2.91292142868042
9	4	0.4948468749999999	0.003973006657563213	0.49050000000000005	0.5198	904	840.1354166666666	4	8.385416666666666	7	7.09375	29.677083333333332	10	0.52	0.0001995563507080078	3.002535343170166
10	6	0.4941648936170212	0.0027759877462636647	0.49050000000000005	0.5049	910	970.968085106383	4	6.872340425531915	7	6.648936170212766	24.180851063829788	10	0.52	0.00019073486328125	2.8367273807525635
11	1	0.49420202020202014	0.003375400606167667	0.49039999999999995	0.5057	1753	958.0	3	5.070707070707071	7	6.484848484848484	16.949494949494948	9	0.56	0.00019741058349609375	3.062351703643799
12	4	0.4933364583333333	0.0029860829900161586	0.48839999999999995	0.5021	1758	971.6979166666666	4	4.041666666666667	7	6.3125	12.4375	11	0.56	0.00019359588623046875	3.0040628910064697
13	0	0.4922659999999999	0.002536029179642848	0.48839999999999995	0.5002	909	1111.42	4	3.64	7	6.45	10.75	11	0.52	0.00020742416381835938	3.355330228805542
14	0	0.492519	0.0031828821844359905	0.48839999999999995	0.5003	864	1129.94	4	6.05	7	7.1	19.95	11	0.59	0.00019025802612304688	4.190061330795288
15	0	0.4921159999999999	0.0033885312452447683	0.48839999999999995	0.5011	864	1140.97	4	5.85	7	7.2	18.84	11	0.52	0.00019097328186035156	4.23653769493103
16	0	0.4931049999999999	0.005386712819521769	0.48839999999999995	0.5258	864	1257.26	4	8.42	7	7.59	28.99	11	0.6	0.0002930164337158203	4.447525501251221
17	0	0.4923039999999999	0.004565126942375227	0.488	0.5057	908	1208.18	4	5.91	7	7.39	19.05	11	0.5	0.0001819133758544922	4.027389287948608
18	0	0.49131	0.0037149831762741674	0.4877	0.502	909	1147.48	4	5.65	7	7.55	18.05	11	0.5	0.00020194053649902344	4.038753986358643
19	2	0.4911377551020408	0.0036474345277061103	0.4877	0.49960000000000004	909	1059.8163265306123	4	4.663265306122449	7	7.326530612244898	14.051020408163266	11	0.53	0.00017976760864257812	3.8434817790985107
20	1	0.4927515151515151	0.005097322799717322	0.4877	0.5092	909	915.9191919191919	4	5.232323232323233	7	7.313131313131313	16.434343434343436	11	0.62	0.00019168853759765625	4.184204578399658
21	1	0.49124141414141415	0.0038353752164174415	0.4877	0.5029	30	963.3636363636364	4	4.717171717171717	7	7.373737373737374	13.95959595959596	11	0.58	0.00017762184143066406	4.18051290512085
22	0	0.4919649999999999	0.004382564888281751	0.4877	0.5055000000000001	909	1036.78	4	7.47	7	7.65	24.89	11	0.55	0.00018668174743652344	4.548587083816528
23	4	0.4931072916666665	0.004967063283765429	0.4877	0.5057	909	984.25	4	5.052083333333333	7	7.427083333333333	15.375	11	0.67	0.0001900196075439453	4.699285984039307
24	6	0.49264468085106367	0.004585328523028796	0.4877	0.5017	909	884.6808510638298	4	5.51063829787234	7	7.553191489361702	17.159574468085108	11	0.66	0.00018072128295898438	4.294642448425293
25	0	0.4918599999999999	0.004108016553033838	0.4877	0.5057	909	680.89	4	4.68	7	7.44	14.03	11	0.65	0.00019621849060058594	4.007574796676636
26	4	0.49206458333333325	0.005009303410627296	0.4877	0.5095000000000001	909	557.6875	4	4.96875	7	7.385416666666667	15.21875	11	0.59	0.00018405914306640625	4.104976415634155
27	2	0.49192346938775494	0.004722045583638604	0.4877	0.5101	909	472.7551020408163	4	5.224489795918367	7	7.653061224489796	16.29591836734694	11	0.63	0.0001964569091796875	4.372072696685791
