gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.495912	0.0028769177951411856	0.49029999999999996	0.5057	21	811.27	5	135.96	8	9.5	541.12	14	0.98	0	10.261733531951904
1	9	0.49540439560439553	0.003080492043182802	0.49029999999999996	0.5117	708	897.010989010989	5	44.24175824175824	8	10.725274725274724	170.14285714285714	14	0.77	0.00016736984252929688	4.752023458480835
2	14	0.4944813953488371	0.0026859025432070874	0.4899	0.5057	21	551.2906976744187	6	10.965116279069768	8	7.976744186046512	39.31395348837209	15	0.62	0.00017261505126953125	2.966717481613159
3	15	0.4946317647058822	0.004685954275710393	0.4899	0.519	34	429.45882352941175	6	6.364705882352941	8	7.341176470588235	21.529411764705884	15	0.63	0.0001823902130126953	2.6035573482513428
4	18	0.49351829268292663	0.00395181736669378	0.4899	0.5093	34	377.1463414634146	6	3.682926829268293	8	6.695121951219512	11.048780487804878	15	0.54	0.00017380714416503906	2.6593618392944336
5	13	0.49252988505747125	0.0039042892694358495	0.488	0.5057	30	416.6666666666667	6	4.218390804597701	8	7.2298850574712645	12.172413793103448	16	0.56	0.00017690658569335938	2.5819520950317383
6	10	0.4927877777777778	0.004220658921115887	0.488	0.5057	1533	467.3888888888889	6	5.888888888888889	8	7.511111111111111	17.88888888888889	16	0.67	0.00018286705017089844	3.401432514190674
7	9	0.4927362637362637	0.004586878478028545	0.488	0.5071	30	596.7362637362637	6	5.824175824175824	8	7.758241758241758	17.076923076923077	16	0.73	0.000179290771484375	3.485241174697876
8	12	0.4932613636363636	0.004880956310410104	0.4877	0.5057	743	597.3409090909091	6	5.931818181818182	8	7.909090909090909	17.375	16	0.78	0.00018072128295898438	3.599890947341919
9	11	0.49333820224719094	0.005522548378086839	0.4877	0.514	743	506.82022471910113	6	6.415730337078652	8	7.887640449438202	18.96629213483146	16	0.72	0.00018143653869628906	3.5735461711883545
10	9	0.49225934065934057	0.004510207666132843	0.4877	0.5057	743	798.1428571428571	6	7.769230769230769	8	8.307692307692308	23.725274725274726	16	0.74	0.0001800060272216797	3.653658628463745
