gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.49640500000000004	0.002927742304233769	0.491	0.5057	7	806.66	2	135.13	6	9.27	538.05	5	0.93	0	4.785345077514648
1	3	0.4954773195876288	0.0034186723520163603	0.48939999999999995	0.5206	1534	1017.1443298969073	36	46.77319587628866	12	11.608247422680412	179.3298969072165	130	0.84	0.0001876354217529297	2.1580348014831543
2	13	0.4952965517241379	0.0035793933948241622	0.48519999999999996	0.5072	1491	901.448275862069	54	27.597701149425287	17	10.045977011494253	101.49425287356321	196	0.68	0.00017976760864257812	1.258453607559204
3	9	0.49347252747252746	0.004141244330016474	0.47809999999999997	0.5049	1420	648.5274725274726	12	12.692307692307692	9	8.021978021978022	45.285714285714285	34	0.58	0.00017786026000976562	0.8521335124969482
4	7	0.4923021505376344	0.004300937094554737	0.4768	0.502	1412	656.6881720430108	11	9.655913978494624	10	7.494623655913978	33.67741935483871	33	0.59	0.0001785755157470703	0.7700917720794678
5	5	0.4915621052631578	0.004880879535652491	0.4768	0.5049	1412	698.8842105263158	11	9.421052631578947	10	7.505263157894737	32.21052631578947	33	0.56	0.0001773834228515625	0.7346208095550537
6	10	0.4914388888888888	0.006236393089393271	0.4768	0.5057	1412	823.4111111111112	11	8.933333333333334	10	7.377777777777778	29.633333333333333	33	0.54	0.00018405914306640625	0.7550227642059326
7	8	0.49202934782608687	0.006666032292990409	0.4727	0.5049	1412	924.6521739130435	11	8.76086956521739	10	7.3478260869565215	29.065217391304348	33	0.59	0.00018167495727539062	0.8212380409240723
8	9	0.490198901098901	0.010189172172539198	0.43600000000000005	0.5094000000000001	1412	928.2747252747253	12	8.87912087912088	10	7.626373626373627	28.604395604395606	34	0.6	0.00019884109497070312	0.7823328971862793
9	11	0.48882247191011247	0.012490101724192302	0.43600000000000005	0.514	1412	984.1460674157304	12	5.741573033707865	10	7.325842696629214	17.0	34	0.57	0.00017952919006347656	0.6477818489074707
10	7	0.4860505376344087	0.01677533150261946	0.4195	0.5084	1429	992.8279569892474	17	9.161290322580646	11	8.258064516129032	28.344086021505376	50	0.68	0.00018525123596191406	0.7455518245697021
11	12	0.4832272727272727	0.02010728456460452	0.41900000000000004	0.5029	1429	999.5795454545455	17	9.170454545454545	11	7.9772727272727275	28.761363636363637	50	0.58	0.00019669532775878906	0.6954712867736816
12	3	0.4805185567010309	0.026004069189489037	0.40469999999999995	0.5336000000000001	52	943.2474226804123	12	10.092783505154639	10	8.597938144329897	31.195876288659793	35	0.7	0.00017714500427246094	0.8084008693695068
13	6	0.47948191489361686	0.031815692510932456	0.3722	0.5336000000000001	52	1018.6276595744681	12	12.819148936170214	10	9.297872340425531	40.265957446808514	35	0.81	0.00017571449279785156	0.8025357723236084
14	5	0.4776705263157893	0.032541176744757074	0.3722	0.5332	52	927.0	12	12.368421052631579	10	9.547368421052632	37.67368421052632	35	0.8	0.00017952919006347656	0.7650654315948486
15	6	0.47345957446808506	0.03377713666847814	0.3722	0.5094000000000001	52	892.4255319148937	12	13.670212765957446	10	9.73404255319149	42.02127659574468	35	0.84	0.00017213821411132812	0.8241527080535889
