gen	invalid	avg	std	min	max	best_ind_length	avg_length	best_ind_nodes	avg_nodes	best_ind_depth	avg_depth	avg_used_codons	best_ind_used_codons	structural_diversity	selection_time	generation_time
0	0	0.49555400000000005	0.0025906531994846454	0.4907	0.5057	7	805.22	2	134.87	6	9.06	537.11	5	0.9	0	4.851417541503906
1	6	0.49560106382978725	0.005309776103803387	0.4907	0.5385	7	798.0531914893617	2	37.723404255319146	6	9.904255319148936	145.30851063829786	5	0.77	0.00018215179443359375	1.8343663215637207
2	13	0.4947885057471266	0.0037566010954314683	0.4907	0.5076	7	461.7011494252874	2	9.448275862068966	6	7.068965517241379	33.793103448275865	5	0.53	0.00017523765563964844	0.8084032535552979
3	14	0.493363953488372	0.003435109855414653	0.47340000000000004	0.5057	25	383.6046511627907	4	3.2906976744186047	7	6.0	10.255813953488373	11	0.46	0.00018358230590820312	0.6099133491516113
4	12	0.49244999999999983	0.005123098316803645	0.4597	0.5057	21	350.53409090909093	4	2.3068181818181817	7	5.840909090909091	6.454545454545454	11	0.44	0.0001881122589111328	0.5801296234130859
5	4	0.4915979166666666	0.008051720561038834	0.4597	0.5087999999999999	15	288.0625	4	2.1770833333333335	7	5.90625	5.71875	11	0.39	0.00017595291137695312	0.6007392406463623
6	1	0.48950505050505044	0.01075048858403324	0.4597	0.5093	21	173.7070707070707	4	2.4343434343434343	7	6.101010101010101	6.434343434343434	11	0.38	0.00018978118896484375	0.627021074295044
7	7	0.48716451612903217	0.013614774115946048	0.4597	0.508	21	62.96774193548387	4	2.89247311827957	7	6.376344086021505	7.67741935483871	11	0.47	0.00018334388732910156	0.5771393775939941
8	8	0.48369673913043465	0.014940814039045479	0.4597	0.5074000000000001	21	93.98913043478261	4	3.25	7	6.586956521739131	8.847826086956522	11	0.53	0.00020051002502441406	0.5920279026031494
9	7	0.47912365591397843	0.01658977789846249	0.4597	0.5093	21	63.60215053763441	4	3.5161290322580645	7	6.741935483870968	9.526881720430108	11	0.49	0.00019025802612304688	0.5651750564575195
10	12	0.4820920454545453	0.018243107176478444	0.4597	0.509	21	51.22727272727273	4	3.875	7	6.954545454545454	10.670454545454545	11	0.55	0.00018286705017089844	0.5696077346801758
11	5	0.4819147368421052	0.01816186269383445	0.45509999999999995	0.5155000000000001	17	52.17894736842105	4	4.0	7	7.021052631578947	10.894736842105264	11	0.57	0.00018024444580078125	0.5978922843933105
12	10	0.4798322222222221	0.018727239980412244	0.45509999999999995	0.5049	17	40.266666666666666	4	4.0777777777777775	7	7.066666666666666	11.21111111111111	11	0.52	0.00020766258239746094	0.5537409782409668
